Analysis code | Status | Samples | ARC chair from USA | ARC chair from LPC | ARC chair from LPC NEW | Cadi contact from US | Cadi contact LPC | Cadi contact LPC NEW | # of ARC members | # of ARC members form USA | # of ARC members from LPC | # of ARC members from LPC NEW | # of an submitters | # of submitters from USA | # of AN submitters from LPC | # of AN submitters from LPC NEW | # AN authors | # of AN authors from USA | # of  AN authors from LPC | # of  AN authors from LPC NEW | # AN authors LPC fellows | ARC chairs LPC fellow | # ARC members LPC fellows  | # of institutes | # in institutes from USA | # of institutes from LPC | # of institutes from LPC NEW
SUS-14-008 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 3 | 3 | 2 | 1 | 0 | 0 | 0 | 10 | 7 | 6 | 1 | 0 | 0 | 1 | 6 | 4 | 3 | 1
SUS-14-009 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 3 | 3 | 0 | 2 | 2 | 2 | 2 | 22 | 20 | 20 | 16 | 2 | 0 | 0 | 8 | 6 | 6 | 6
SUS-14-010 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 3 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-14-011 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 4 | 4 | 2 | 2 | 1 | 1 | 0 | 19 | 13 | 12 | 4 | 2 | 0 | 0 | 10 | 7 | 6 | 3
SUS-14-012 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 4 | 4 | 2 | 1 | 0 | 0 | 0 | 14 | 6 | 6 | 3 | 2 | 0 | 0 | 12 | 4 | 4 | 3
SUS-14-013 | ACCEPT | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 5 | 3 | 3 | 1 | 1 | 1 | 0 | 0 | 4 | 4 | 2 | 1 | 0 | 0 | 0 | 2 | 2 | 1 | 1
SUS-14-014 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 4 | 2 | 1 | 2 | 1 | 1 | 0 | 28 | 18 | 17 | 9 | 3 | 0 | 0 | 10 | 5 | 4 | 3
SUS-14-015 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 2 | 1 | 1 | 0 | 16 | 5 | 5 | 3 | 2 | 0 | 0 | 8 | 2 | 2 | 2
SUS-14-016 | ACCEPT | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 5 | 5 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
SUS-14-017 | PAS-PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 12 | 7 | 6 | 2 | 1 | 0 | 0 | 9 | 5 | 4 | 2
SUS-14-018 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 10 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0
SUS-14-019 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1
SUS-14-020 | ACCEPT | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 8 | 7 | 7 | 6 | 0 | 0 | 0 | 2 | 1 | 1 | 1
SUS-14-021 | PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 11 | 1 | 1 | 0 | 1 | 0 | 0 | 6 | 1 | 1 | 0
SUS-14-022 | ReSubmitted | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 2 | 2 | 3 | 4 | 0 | 0 | 0 | 17 | 0 | 0 | 0 | 0 | 0 | 1 | 4 | 0 | 0 | 0
SUS-15-001 | Completed | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
SUS-15-002 | PUB | Run2 | 0 | 0 | 0 | 1 | 0 | 0 | 5 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 31 | 23 | 20 | 17 | 3 | 0 | 1 | 13 | 8 | 7 | 7
SUS-15-003 | PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 4 | 4 | 3 | 2 | 2 | 2 | 2 | 46 | 40 | 38 | 28 | 6 | 0 | 0 | 7 | 4 | 3 | 3
SUS-15-004 | PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 3 | 3 | 0 | 3 | 3 | 3 | 3 | 45 | 39 | 39 | 9 | 3 | 0 | 0 | 4 | 2 | 2 | 2
SUS-15-005 | RefComments | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 5 | 4 | 2 | 2 | 1 | 0 | 0 | 0 | 16 | 2 | 2 | 2 | 1 | 0 | 0 | 5 | 1 | 1 | 1
SUS-15-006 | ACCEPT | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 3 | 3 | 0 | 2 | 0 | 0 | 0 | 24 | 0 | 0 | 0 | 1 | 0 | 0 | 6 | 0 | 0 | 0
SUS-15-007 | PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 9 | 9 | 8 | 8 | 0 | 0 | 0 | 2 | 2 | 1 | 2
SUS-15-008 | PUB | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 5 | 4 | 1 | 1 | 2 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-15-009 | CWR-ended | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 5 | 4 | 4 | 1 | 1 | 1 | 1 | 1 | 4 | 4 | 4 | 1 | 0 | 0 | 0 | 2 | 2 | 2 | 1
SUS-15-010 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 5 | 4 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0
SUS-15-011 | PUB | Run2 | 1 | 0 | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 25 | 18 | 18 | 14 | 4 | 0 | 0 | 7 | 3 | 3 | 3
SUS-15-012 | ReSubmitted | Run2 | 1 | 0 | 1 | 1 | 1 | 0 | 5 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 8 | 6 | 4 | 6 | 1 | 0 | 0 | 6 | 4 | 3 | 4
SUS-16-001 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0
SUS-16-002 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 3 | 1 | 0 | 1 | 0 | 0 | 1 | 39 | 32 | 27 | 26 | 3 | 0 | 0 | 9 | 4 | 3 | 5
SUS-16-003 | RefComments | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 19 | 8 | 8 | 6 | 2 | 0 | 0 | 7 | 3 | 3 | 4
SUS-16-004 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0
SUS-16-005 | SUPERSEDED | Run2 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 22 | 17 | 6 | 10 | 0 | 0 | 0 | 6 | 3 | 1 | 3
SUS-16-006 | SUPERSEDED | Run2 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-007 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 2 | 2 | 2 | 2 | 23 | 17 | 6 | 10 | 0 | 0 | 0 | 7 | 3 | 1 | 3
SUS-16-008 | RefComments | Run2 | 1 | 1 | 1 | 1 | 0 | 0 | 5 | 4 | 3 | 2 | 3 | 1 | 1 | 2 | 62 | 49 | 33 | 36 | 3 | 0 | 1 | 11 | 5 | 3 | 5
SUS-16-009 | RefComments | Run2 | 1 | 1 | 0 | 1 | 1 | 0 | 5 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-010 | AWG | Run1 | - | - | - | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 3 | 2 | 2 | 1
SUS-16-011 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 29 | 22 | 21 | 16 | 3 | 0 | 0 | 8 | 4 | 3 | 3
SUS-16-012 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 3 | 2 | 1 | 2 | 2 | 2 | 2 | 30 | 26 | 26 | 6 | 2 | 0 | 0 | 4 | 2 | 2 | 2
SUS-16-013 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 1 | 0 | 1 | 5 | 5 | 4 | 4 | 0 | 0 | 0 | 2 | 2 | 1 | 2
SUS-16-014 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 2 | 1 | 1 | 0 | 0 | 32 | 22 | 20 | 17 | 3 | 0 | 1 | 13 | 8 | 7 | 7
SUS-16-015 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-016 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 13 | 2 | 2 | 2 | 1 | 0 | 0 | 4 | 1 | 1 | 1
SUS-16-017 | AWG | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 0 | 2 | 2 | 2 | 2 | 30 | 26 | 26 | 6 | 2 | 0 | 0 | 4 | 2 | 2 | 2
SUS-16-018 | SUPERSEDED | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 8 | 8 | 8 | 7 | 0 | 0 | 0 | 1 | 1 | 1 | 1
SUS-16-019 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 14 | 3 | 3 | 3 | 1 | 0 | 0 | 6 | 1 | 1 | 1
SUS-16-020 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-021 | PAS-only-PUB | Run2 | 1 | 0 | 0 | 1 | 1 | 0 | 4 | 3 | 1 | 1 | 2 | 1 | 1 | 0 | 26 | 20 | 20 | 14 | 4 | 0 | 0 | 8 | 4 | 4 | 3
SUS-16-022 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 38 | 16 | 16 | 12 | 4 | 0 | 0 | 7 | 3 | 3 | 4
SUS-16-023 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 9 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
SUS-16-024 | CWR-ended | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 5 | 3 | 3 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-025 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 3 | 1 | 0 | 0 | 0 | 8 | 1 | 1 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 0
SUS-16-026 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 18 | 17 | 17 | 13 | 3 | 0 | 0 | 4 | 3 | 3 | 3
SUS-16-027 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 1
SUS-16-028 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 1 | 0 | 1 | 0 | 0 | 1 | 39 | 32 | 27 | 26 | 3 | 0 | 0 | 9 | 4 | 3 | 5
SUS-16-029 | PAS-only-PUB | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 2 | 2 | 2 | 2 | 18 | 16 | 10 | 12 | 0 | 1 | 1 | 4 | 3 | 1 | 2
SUS-16-030 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-031 | PAS-only-PUB | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0
SUS-16-032 | PRE-APP | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-033 | ARC-GreenLight | Run2 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 2 | 1 | 1 | 0 | 0 | 29 | 21 | 18 | 12 | 2 | 0 | 1 | 12 | 7 | 6 | 5
SUS-16-034 | PRE-APP | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 1 | 2 | 1 | 1 | 0 | 23 | 15 | 15 | 11 | 2 | 0 | 0 | 8 | 3 | 3 | 3
SUS-16-035 | PRE-APP | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 38 | 26 | 26 | 19 | 4 | 0 | 0 | 10 | 5 | 5 | 6
SUS-16-036 | ARC-GreenLight | Run2 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 3 | 3 | 3 | 1 | 1 | 1 | 1 | 27 | 19 | 19 | 14 | 2 | 0 | 0 | 8 | 3 | 3 | 3
SUS-16-037 | ARC-GreenLight | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 8 | 8 | 8 | 7 | 0 | 0 | 0 | 1 | 1 | 1 | 1
SUS-16-038 | AWG | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 14 | 2 | 2 | 2 | 1 | 0 | 0 | 5 | 1 | 1 | 1
SUS-16-039 | PRE-APP | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-040 | AWG | Run2 | 1 | 1 | 0 | 1 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 4 | 4 | 4 | 3 | 0 | 0 | 0 | 1 | 1 | 1 | 1
SUS-16-041 | PRE-APP | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-042 | PRE-APP | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 16 | 3 | 3 | 3 | 1 | 0 | 0 | 6 | 1 | 1 | 1
SUS-16-043 | PRE-APP | Run2 | 1 | 1 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 18 | 17 | 17 | 13 | 3 | 0 | 0 | 4 | 3 | 3 | 3
SUS-16-044 | PRE-APP | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 9 | 9 | 8 | 6 | 1 | 0 | 0 | 4 | 4 | 3 | 3
SUS-16-045 | PRE-APP | Run2 | 1 | 1 | 1 | 1 | 1 | 0 | 4 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 15 | 13 | 13 | 3 | 1 | 0 | 0 | 4 | 2 | 2 | 2
SUS-16-046 | PRE-APP | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
SUS-16-047 | PRE-APP | Run2 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-048 | PRE-APP | Run2 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 3 | 3 | 3 | 1 | 0 | 0 | 0 | 8 | 1 | 1 | 1 | 1 | 0 | 0 | 3 | 1 | 1 | 1
SUS-16-049 | ARC-GreenLight | Run2 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 12 | 9 | 5 | 6 | 0 | 1 | 1 | 4 | 3 | 1 | 2
SUS-16-050 | PRE-APP | Run2 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 0 | 2 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
SUS-16-051 | PRE-APP | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 22 | 16 | 16 | 13 | 2 | 0 | 0 | 7 | 3 | 3 | 3
SUS-16-052 | AWG | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
SUS-17-001 | PRE-APP | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 1 | 1 | 0 | 0 | 4 | 0 | 0 | 1
SUS-17-002 | AWG | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
TAU-11-001 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 10 | 5 | 4 | 2 | 1 | 0 | 0 | 10 | 5 | 4 | 2
TAU-14-001 | PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 4 | 1 | 1 | 0 | 19 | 3 | 3 | 2 | 1 | 0 | 0 | 13 | 3 | 3 | 2
TAU-16-001 | Free | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TAU-16-002 | PAS-only-PUB | Run2 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0
TAU-16-003 | Started | Run2 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TDR-15-001 | Completed | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TDR-15-002 | Completed | Run2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TOP-07-001 | Completed | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 6 | 2 | 2 | 0 | 0 | 0 | 0 | 5 | 2 | 2 | 0
TOP-07-002 | Completed | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 18 | 5 | 5 | 1 | 0 | 0 | 0 | 11 | 4 | 4 | 1
TOP-07-003 | SUPERSEDED | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 7 | 0 | 0 | 0 | 0 | 0 | 0 | 6 | 0 | 0 | 0
TOP-07-004 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0
TOP-07-005 | Completed | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 3 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 5 | 2 | 2 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 1
TOP-08-001 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 1 | 1 | 0 | 3 | 2 | 1 | 2 | 1 | 1 | 1 | 1 | 15 | 14 | 13 | 5 | 1 | 0 | 0 | 5 | 4 | 3 | 2
TOP-08-002 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
TOP-08-003 | SUPERSEDED | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 3 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0
TOP-08-004 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
TOP-08-005 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
TOP-09-001 | PAS-only-PUB | Run1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0
TOP-09-002 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 1 | 0 | 0 | 3 | 1 | 1 | 0 | 22 | 16 | 15 | 5 | 1 | 0 | 0 | 8 | 4 | 3 | 2
TOP-09-003 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 2 | 1 | 1 | 1 | 7 | 4 | 2 | 2 | 0 | 0 | 0 | 7 | 4 | 2 | 2
TOP-09-004 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 6 | 1 | 1 | 0 | 0 | 0 | 0 | 5 | 1 | 1 | 0
TOP-09-005 | PAS-only-PUB | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 0
TOP-09-006 | Completed | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0
TOP-09-007 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0
TOP-09-008 | Thesis-Approved | Run1 | 1 | 1 | 0 | 1 | 1 | 1 | 3 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 3 | 3 | 3 | 1 | 0 | 0 | 0 | 2 | 2 | 2 | 1
TOP-09-009 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 9 | 3 | 1 | 1 | 0 | 0 | 0 | 7 | 2 | 1 | 1
TOP-09-010 | PAS-only-PUB | Run1 | 1 | 1 | 0 | 1 | 1 | 0 | 3 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 4 | 4 | 4 | 2 | 0 | 0 | 0 | 3 | 3 | 3 | 2
TOP-09-011 | Completed | Run1 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TOP-09-012 | Completed | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TOP-09-013 | Completed | Run1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TOP-09-014 | Completed | Run1 | - | - | - | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
TOP-10-001 | PUB | Run1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 5 | 2 | 2 | 0 | 32 | 20 | 19 | 9 | 2 | 0 | 0 | 14 | 7 | 6 | 5
TOP-10-002 | PUB | Run1 | 0 | 0 | 0 | 1 | 0 | 0 | 4 | 3 | 2 | 2 | 7 | 4 | 3 | 1 | 50 | 29 | 21 | 12 | 0 | 0 | 1 | 25 | 15 | 12 | 10
