 Analysis code | AN Notes | # Authors | # Authors from USA | Institutes | # Institutes | # Insitutes from USA
SUS-14-003 | CMS AN-2014/028 | 1 | 1 | ALABAMA-UNIV | 1 | 1
SUS-14-004 | CMS AN-2013/207, CMS AN-2013/277 | 15 | 7 | NORTHEASTERN, KARLSRUHE-IEKP, PRINCETON, CERN, HAMBURG-UNIV, TORINO, CALTECH, AACHEN-1, #not_found#, FERMILAB | 10 | 4
SUS-14-005 | CMS AN-2012/321, CMS AN-2014/151, CMS AN-2014/099, CMS AN-2014/239 | 16 | 7 | CHANDIGARH, HAMBURG-UNIV, VANDERBILT, TEXAS-TAMU, TIFR-B, #not_found#, FERMILAB | 7 | 3
SUS-14-006 | CMS AN-2013/366 | 15 | 3 | LONDON-IC, BROWN-UNIV, ROCHESTER, #not_found#, BRISTOL | 5 | 2
SUS-14-007 | CMS AN-2012/091 | 9 | 6 | KYUNGPOOK, CHICAGO, CERN, CORNELL, CALTECH, #not_found#, FERMILAB | 7 | 4
SUS-14-008 | CMS AN-2013/277 | 10 | 7 | PRINCETON, CERN, NORTHEASTERN, CALTECH, #not_found#, FERMILAB | 6 | 4
SUS-14-009 | CMS AN-2013/083, CMS AN-2013/082 | 20 | 20 | MOSCOW-NIKIET, KANSAS-UNIV, ASRT-ENHEP, FLORIDA-STATE, CARNEGIE-MELLON, RUTGERS, KANSAS-STATE, FERMILAB | 8 | 6
SUS-14-010 | CMS AN-2013/236 | 1 | 0 | #not_found# | 1 | 0
SUS-14-011 | CMS AN-2012/234, CMS AN-2014/125 | 21 | 13 | KYUNGPOOK, CHICAGO, CERN, NORTHEASTERN, CORNELL, CALTECH, UCSD, UCSB, #not_found#, FERMILAB | 10 | 7
SUS-14-012 | CMS AN-2014/117 | 20 | 6 | OVIEDO, KARLSRUHE-IEKP, CERN, ZURICH-ETH, BAYLOR-UNIV, ZURICH-UNIV, CORNELL, UCSD, ISTANBUL-TECH, TEXAS-TAMU, #not_found#, DESY | 12 | 4
SUS-14-013 | CMS AN-2014/128 | 4 | 4 | CARNEGIE-MELLON, MIT | 2 | 2
SUS-14-014 | CMS AN-2014/120, CMS AN-2014/112 | 33 | 18 | KARLSRUHE-IEKP, PURDUE, SANTANDER, MIT, UCSB, UCSD, ZURICH-ETH, AACHEN-1, #not_found#, FERMILAB | 10 | 5
SUS-14-015 | CMS AN-2013/071, CMS AN-2014/067 | 23 | 5 | DESY, STRASBOURG, UCSB, LIP, POLYTECHNIQUE, ISTANBUL-TECH, #not_found#, FERMILAB | 8 | 2
SUS-14-016 | CMS AN-2014/184 | 3 | 0 | AACHEN-1, KARLSRUHE-IEKP | 2 | 0
SUS-14-017 | CMS AN-2014/080 | 14 | 7 | KYUNGPOOK, PRINCETON, CERN, NORTHEASTERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 9 | 5
SUS-14-018 | CMS AN-2013/225, CMS AN-2014/220 | 10 | 0 | AACHEN-3A, KARLSRUHE-IEKP, #not_found# | 3 | 0
SUS-14-019 | CMS AN-2013/070 | 1 | 1 | VANDERBILT | 1 | 1
SUS-14-020 | CMS AN-2014/095 | 8 | 7 | CORNELL, #not_found# | 2 | 1
SUS-14-021 | CMS AN-2014/230, CMS AN-2014/185 | 11 | 1 | CERN, HEPHY, ATHENS, RUTGERS, LIP, #not_found# | 6 | 1
SUS-14-022 | CMS AN-2014/275, CMS AN-2015/193, CMS AN-2015/194, CMS AN-2015/038 | 22 | 0 | #not_found#, LIP, LOUVAIN, IPM | 4 | 0
SUS-15-001 |  | 0 | 0 |  | 0 | 0
SUS-15-002 | CMS AN-2015/003 | 33 | 23 | CHANDIGARH, COLORADO, CORNELL, HAMBURG-UNIV, BAYLOR-UNIV, FLORIDA-STATE, UCSB, TIFR-A, PUNE-IISER, UCRIVERSIDE, #not_found#, FERMILAB, TEXAS-TAMU | 13 | 8
SUS-15-003 | CMS AN-2015/009, CMS AN-2015/246 | 70 | 40 | OVIEDO, CERN, #not_found#, UCSB, UCSD, MIT, FERMILAB | 7 | 4
SUS-15-004 | CMS AN-2016/008, CMS AN-2015/239, CMS AN-2016/077 | 45 | 39 | CERN, PEKING-UNIV, CALTECH, FERMILAB | 4 | 2
SUS-15-005 | CMS AN-2015/004 | 19 | 2 | LONDON-IC, BRUSSEL-VUB, ROCHESTER, #not_found#, BRISTOL | 5 | 1
SUS-15-006 | CMS AN-2015/207, CMS AN-2014/288 | 27 | 0 | DESY, CERN, HEPHY, ZURICH-UNIV, POLYTECHNIQUE, #not_found# | 6 | 0
SUS-15-007 | CMS AN-2015/139 | 9 | 9 | UCSB, ALABAMA-UNIV | 2 | 2
SUS-15-008 | CMS AN-2014/261, CMS AN-2015/031 | 2 | 0 | #not_found# | 1 | 0
SUS-15-009 | CMS AN-2014/272 | 4 | 4 | OHIO-STATE, VIRGINIA-UNIV | 2 | 2
SUS-15-010 | CMS AN-2013/228 | 1 | 0 | #not_found# | 1 | 0
SUS-15-011 | CMS AN-2015/070, CMS AN-2015/117 | 36 | 18 | KARLSRUHE-IEKP, ZURICH-ETH, UCSB, UCSD, AACHEN-1, #not_found#, FERMILAB | 7 | 3
SUS-15-012 | CMS AN-2015/251 | 8 | 6 | DEMOKRITOS, NOTRE_DAME, FLORIDA-STATE, CARNEGIE-MELLON, #not_found#, FERMILAB | 6 | 4
SUS-16-001 | CMS AN-2015/198 | 1 | 0 | #not_found# | 1 | 0
SUS-16-002 | CMS AN-2015/333 | 41 | 32 | OVIEDO, KARLSRUHE-IEKP, STRASBOURG, CERN, UCLA, UCSB, UCSD, #not_found#, FERMILAB | 9 | 4
SUS-16-003 | CMS AN-2015/133 | 19 | 8 | FLORIDA-UNIV, PURDUE, CERN, ZURICH-ETH, RUTGERS, GHENT, #not_found# | 7 | 3
SUS-16-004 |  | 0 | 0 |  | 0 | 0
SUS-16-005 | CMS AN-2015/027 | 20 | 17 | KARLSRUHE-IEKP, CERN, UCLA, PERUGIA, UCSB, RICE | 6 | 3
SUS-16-006 | CMS AN-2015/008 | 1 | 0 | #not_found# | 1 | 0
SUS-16-007 | CMS AN-2015/027, CMS AN-2015/008 | 21 | 17 | KARLSRUHE-IEKP, CERN, UCLA, PERUGIA, UCSB, RICE, #not_found# | 7 | 3
SUS-16-008 | CMS AN-2015/198, CMS AN-2015/333, CMS AN-2015/027 | 62 | 49 | OVIEDO, KARLSRUHE-IEKP, STRASBOURG, CERN, UCLA, PERUGIA, UCSB, UCSD, RICE, #not_found#, FERMILAB | 11 | 5
SUS-16-009 | CMS AN-2015/008 | 1 | 0 | #not_found# | 1 | 0
SUS-16-010 | CMS AN-2015/007 | 2 | 2 | NORTHWESTERN, BROWN-UNIV, TIFR-B | 3 | 2
SUS-16-011 | CMS AN-2016/104 | 35 | 22 | OVIEDO, CERN, ZURICH-ETH, #not_found#, UCSB, UCSD, MIT, FERMILAB | 8 | 4
SUS-16-012 | CMS AN-2016/132, CMS AN-2016/129 | 30 | 26 | CERN, PEKING-UNIV, CALTECH, FERMILAB | 4 | 2
SUS-16-013 | CMS AN-2016/109 | 4 | 5 | UCSB, ALABAMA-UNIV | 2 | 2
SUS-16-014 | CMS AN-2016/188 | 33 | 22 | CHANDIGARH, COLORADO, CORNELL, HAMBURG-UNIV, BAYLOR-UNIV, FLORIDA-STATE, UCSB, TIFR-A, PUNE-IISER, UCRIVERSIDE, #not_found#, FERMILAB, TEXAS-TAMU | 13 | 8
SUS-16-015 | CMS AN-2016/207 | 1 | 0 | #not_found# | 1 | 0
SUS-16-016 | CMS AN-2016/161 | 7 | 2 | LONDON-IC, BRUSSEL-VUB, ROCHESTER, BRISTOL | 4 | 1
SUS-16-017 | CMS AN-2016/474, CMS AN-2016/249 | 30 | 26 | CERN, PEKING-UNIV, CALTECH, FERMILAB | 4 | 2
SUS-16-018 | CMS AN-2016/187 | 8 | 8 | UCSB | 1 | 1
SUS-16-019 | CMS AN-2016/220 | 14 | 3 | DESY, CERN, HEPHY, ZURICH-UNIV, POLYTECHNIQUE, FERMILAB | 6 | 1
SUS-16-020 | CMS AN-2016/228 | 1 | 0 | #not_found# | 1 | 0
SUS-16-021 | CMS AN-2016/152, CMS AN-2016/151 | 32 | 20 | PURDUE, CERN, ZURICH-ETH, UCSB, UCSD, AACHEN-1, #not_found#, FERMILAB | 8 | 4
SUS-16-022 | CMS AN-2016/229, CMS AN-2015/133 | 38 | 16 | FLORIDA-UNIV, PURDUE, CERN, ZURICH-ETH, RUTGERS, GHENT, #not_found# | 7 | 3
SUS-16-023 | CMS AN-2016/176, CMS AN-2016/155 | 8 | 0 | HAMBURG-UNIV, AACHEN-1, KARLSRUHE-IEKP | 3 | 0
SUS-16-024 | CMS AN-2016/200 | 1 | 0 | #not_found# | 1 | 0
SUS-16-025 | CMS AN-2016/175 | 8 | 1 | CERN, RUTGERS, ATHENS | 3 | 1
SUS-16-026 | CMS AN-2016/168 | 22 | 17 | UCSB, UCSD, FERMILAB, #not_found# | 4 | 3
SUS-16-027 | CMS AN-2015/266 | 5 | 0 | GHENT, HEPHY, BRUSSEL-VUB, ZURICH-ETH | 4 | 0
SUS-16-028 | CMS AN-2016/233 | 41 | 32 | OVIEDO, KARLSRUHE-IEKP, STRASBOURG, CERN, UCLA, UCSB, UCSD, #not_found#, FERMILAB | 9 | 4
SUS-16-029 | CMS AN-2016/179, CMS AN-2016/180 | 18 | 16 | CERN, RICE, UCLA, UCSB | 4 | 3
SUS-16-030 | CMS AN-2016/230 | 1 | 0 | #not_found# | 1 | 0
SUS-16-031 | CMS AN-2016/212 | 9 | 0 | HEPHY, LIP, #not_found# | 3 | 0
SUS-16-032 | CMS AN-2016/264 | 1 | 0 | #not_found# | 1 | 0
SUS-16-033 | CMS AN-2016/350 | 30 | 21 | CHANDIGARH, COLORADO, CORNELL, HAMBURG-UNIV, BAYLOR-UNIV, UCSB, TIFR-A, PUNE-IISER, UCRIVERSIDE, #not_found#, FERMILAB, TEXAS-TAMU | 12 | 7
SUS-16-034 | CMS AN-2016/468, CMS AN-2016/482 | 27 | 15 | CERN, SANTANDER, UCSB, UCSD, ZURICH-ETH, AACHEN-1, #not_found#, FERMILAB | 8 | 3
SUS-16-035 | CMS AN-2016/386 | 40 | 26 | FLORIDA-UNIV, OVIEDO, PURDUE, CERN, ZURICH-ETH, UCSB, UCSD, GHENT, #not_found#, FERMILAB | 10 | 5
SUS-16-036 | CMS AN-2016/460 | 32 | 19 | OVIEDO, CERN, ZURICH-ETH, PEKING-UNIV, UCSB, UCSD, #not_found#, FERMILAB | 8 | 3
SUS-16-037 | CMS AN-2016/187 | 8 | 8 | UCSB | 1 | 1
SUS-16-038 | CMS AN-2016/400 | 16 | 2 | LONDON-IC, BRUSSEL-VUB, ROCHESTER, #not_found#, BRISTOL | 5 | 1
SUS-16-039 | CMS AN-2016/399 | 1 | 0 | #not_found# | 1 | 0
SUS-16-040 | CMS AN-2016/412 | 3 | 4 | UCSB | 1 | 1
SUS-16-041 | CMS AN-2016/408 | 1 | 0 | #not_found# | 1 | 0
SUS-16-042 | CMS AN-2016/413 | 16 | 3 | DESY, CERN, HEPHY, ZURICH-UNIV, POLYTECHNIQUE, FERMILAB | 6 | 1
SUS-16-043 | CMS AN-2016/450 | 64 | 47 | UCSB, UCSD, FERMILAB, #not_found# | 4 | 3
SUS-16-044 | CMS AN-2016/446 | 9 | 9 | UCSB, UCRIVERSIDE, TEXAS-TAMU, FERMILAB | 4 | 4
SUS-16-045 | CMS AN-2016/425 | 15 | 13 | CERN, PEKING-UNIV, CALTECH, FERMILAB | 4 | 2
SUS-16-046 | CMS AN-2016/471 | 3 | 0 | AACHEN-1, KARLSRUHE-IEKP | 2 | 0
SUS-16-047 | CMS AN-2016/470 | 1 | 0 | #not_found# | 1 | 0
SUS-16-048 | CMS AN-2016/453 | 8 | 1 | CERN, ATHENS, FERMILAB | 3 | 1
SUS-16-049 | CMS AN-2016/437 | 12 | 9 | CERN, RICE, UCLA, UCSB | 4 | 3
SUS-16-050 | CMS AN-2016/461, CMS AN-2016/456 | 2 | 0 | #not_found# | 1 | 0
SUS-16-051 | CMS AN-2016/463 | 23 | 16 | OVIEDO, STRASBOURG, PEKING-UNIV, UCSB, UCSD, #not_found#, FERMILAB | 7 | 3
SUS-16-052 |  | 0 | 0 |  | 0 | 0
SUS-17-001 | CMS AN-2017/024 | 6 | 0 | GHENT, HEPHY, BRUSSEL-VUB, ZURICH-ETH | 4 | 0
SUS-17-002 | CMS AN-2015/267 | 4 | 0 | DESY, #not_found# | 2 | 0
TAU-11-001 | CMS AN-2011/045 | 12 | 5 | WISCONSIN, MILANO-BICOCCA, ZURICH-ETH, UCLA, #not_found#, TALLINN, NISER, BROWN-UNIV, KANSAS-STATE, FERMILAB | 10 | 5
TAU-14-001 | CMS AN-2012/417, CMS AN-2013/350, CMS AN-2013/308, CMS AN-2013/213 | 20 | 3 | BRUXELLES-ULB, WISCONSIN, ZURICH-ETH, AACHEN-3A, KANSAS-STATE, KOLKATA-SAHA, CHUNGLI-NCU, TALLINN, TIFR-B, BEIJING-IHEP, BARI, #not_found#, FERMILAB | 13 | 3
TAU-16-001 |  | 0 | 0 |  | 0 | 0
TAU-16-002 | CMS AN-2015/229 | 1 | 0 | #not_found# | 1 | 0
TAU-16-003 |  | 0 | 0 |  | 0 | 0
TDR-15-001 |  | 0 | 0 |  | 0 | 0
TDR-15-002 |  | 0 | 0 |  | 0 | 0
TOP-07-001 | CMS AN-2007/022 | 10 | 2 | CERN, #not_found#, CALTECH, LOUVAIN, UCSD | 5 | 2
TOP-07-002 | CMS AN-2007/025 | 26 | 5 | RUTGERS, NORTHWESTERN, WARSAW-INS, STRASBOURG, ZURICH-ETH, CALTECH, LIP, LOUVAIN, OVIEDO, UCSB, #not_found# | 11 | 4
TOP-07-003 | CMS AN-2007/027 | 7 | 0 | LYON, STRASBOURG, CERN, AACHEN-3A, ZURICH-UNIV, #not_found# | 6 | 0
TOP-07-004 | CMS AN-2007/029 | 2 | 0 | BRUSSEL-VUB | 1 | 0
TOP-07-005 | CMS AN-2007/030 | 6 | 2 | BRUSSEL-VUB, BROWN-UNIV, #not_found# | 3 | 1
TOP-08-001 | CMS AN-2008/015 | 15 | 14 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
TOP-08-002 | CMS AN-2008/016 | 6 | 0 | #not_found#, STRASBOURG | 2 | 0
TOP-08-003 | CMS AN-2008/017 | 4 | 1 | CALTECH, LOUVAIN, #not_found# | 3 | 1
TOP-08-004 | CMS AN-2008/013 | 7 | 0 | CERN, WARSAW-INS, LIP, #not_found# | 4 | 0
TOP-08-005 | CMS AN-2008/014 | 5 | 0 | AACHEN-3B, #not_found# | 2 | 0
TOP-09-001 | CMS AN-2008/112 | 11 | 0 | CERN, ZURICH-ETH, LIP, #not_found# | 4 | 0
TOP-09-002 | CMS AN-2009/051, CMS AN-2009/050, CMS AN-2009/047 | 27 | 16 | OVIEDO, STRASBOURG, #not_found#, UCSB, UCSD, MIT, FERMILAB, LOUVAIN | 8 | 4
TOP-09-003 | CMS AN-2009/084, CMS AN-2009/080 | 9 | 4 | KARLSRUHE-IEKP, AACHEN-3B, FLORIDA-TECH, MARYLAND, UCRIVERSIDE, #not_found#, FERMILAB | 7 | 4
TOP-09-004 | CMS AN-2009/075, CMS AN-2009/080 | 11 | 1 | AACHEN-3B, OHIO-STATE, #not_found#, BRISTOL, KARLSRUHE-IEKP | 5 | 1
TOP-09-005 | CMS AN-2009/069 | 5 | 1 | FLORIDA-UNIV, #not_found#, LOUVAIN, PROTVINO | 4 | 1
TOP-09-006 | CMS AN-2009/078 | 3 | 0 | #not_found#, STRASBOURG | 2 | 0
TOP-09-007 | CMS AN-2009/071 | 4 | 0 | PERUGIA, #not_found# | 2 | 0
TOP-09-008 | CMS AN-2009/100 | 3 | 3 | FLORIDA-TECH, IOWA | 2 | 2
TOP-09-009 | CMS AN-2009/095 | 19 | 3 | LYON, HAMBURG-UNIV, AACHEN-3A, SUNY-BUFFALO, MARYLAND, BRUSSEL-VUB, #not_found# | 7 | 2
TOP-09-010 | CMS AN-2009/089 | 4 | 4 | PURDUE-CALUMET, BROWN-UNIV, PRINCETON | 3 | 3
TOP-09-011 |  | 0 | 0 |  | 0 | 0
TOP-09-012 |  | 0 | 0 |  | 0 | 0
TOP-09-013 |  | 0 | 0 |  | 0 | 0
TOP-09-014 |  | 0 | 0 |  | 0 | 0
TOP-10-001 | CMS AN-2010/200, CMS AN-2010/258, CMS AN-2010/195, CMS AN-2010/259, CMS AN-2010/205 | 37 | 20 | OVIEDO, STRASBOURG, BOSTON-UNIV, CERN, PURDUE, MIT, UCSB, LIP, UCSD, NISER, BROWN-UNIV, #not_found#, FERMILAB, LOUVAIN | 14 | 7
TOP-10-002 | CMS AN-2010/301, CMS AN-2010/326, CMS AN-2010/273, CMS AN-2010/368, CMS AN-2010/297, CMS AN-2010/362, CMS AN-2010/310 | 69 | 29 | IOWA, KARLSRUHE-IEKP, CORNELL, LIP, LOUVAIN, BROWN-UNIV, KANSAS-STATE, AACHEN-3B, OHIO-STATE, FLORIDA-TECH, GHENT, MARYLAND, UCRIVERSIDE, FERMILAB, FLORIDA-UNIV, CHICAGO, KANSAS-UNIV, LYON, WISCONSIN, STRASBOURG, CERN, NOTRE_DAME, BRUSSEL-VUB, #not_found#, VIRGINIA-UNIV | 25 | 15
TOP-10-003 | CMS AN-2010/337, CMS AN-2009/179, CMS AN-2010/281, CMS AN-2010/297, CMS AN-2011/132, CMS AN-2010/145 | 45 | 25 | WASHINGTON-CUA, BRUNEL, KARLSRUHE-IEKP, CORNELL, VANDERBILT, KANSAS-STATE, SUNY-BUFFALO, RIO-UERJ, MARYLAND, KANSAS-UNIV, JOHNS-HOPKINS, MOSCOW-NIKIET, LYON, BRUSSEL-VUB, STRASBOURG, ASRT-ENHEP, CERN, ZURICH-ETH, UCLA, NEBRASKA, RICE, #not_found# | 22 | 11
TOP-10-004 | CMS AN-2010/164, CMS AN-2010/177, CMS AN-2010/172, CMS AN-2010/173, CMS AN-2010/200, CMS AN-2010/205 | 137 | 72 | OVIEDO, IOWA, KARLSRUHE-IEKP, CORNELL, BOSTON-UNIV, LIP, NISER, BRUNEL, BROWN-UNIV, MIT, PRINCETON, PURDUE, AACHEN-3B, OHIO-STATE, SUNY-BUFFALO, FLORIDA-TECH, UCSB, RIO-UERJ, MARYLAND, UCRIVERSIDE, FERMILAB, FLORIDA-UNIV, LONDON-IC, CHICAGO, KANSAS-UNIV, JOHNS-HOPKINS, DUBLIN-UCD, MOSCOW-NIKIET, LYON, RICE, STRASBOURG, CERN, NOTRE_DAME, UCLA, NEBRASKA, UCSD, BRUSSEL-VUB, #not_found#, VIRGINIA-UNIV | 39 | 24
TOP-10-005 | CMS AN-2010/389, CMS AN-2010/406, CMS AN-2011/018, CMS AN-2010/410, CMS AN-2010/414, CMS AN-2010/380, CMS AN-2010/429 | 70 | 19 | SKK-UNIV, DESY, STRASBOURG, PURDUE, SANTANDER, MIT, KOREA-UNIV, UCSB, LIP, UCSD, NISER, NICOSIA-UNIV, DUBLIN-UCD, SEOUL-HANYANG, #not_found#, FERMILAB | 16 | 5
TOP-10-006 | CMS AN-2010/369, CMS AN-2010/374, CMS AN-2010/311 | 18 | 7 | STRASBOURG, CERN, BOSTON-UNIV, LIP, BROWN-UNIV, #not_found# | 6 | 2
TOP-10-007 | CMS AN-2010/333 | 1 | 0 | #not_found# | 1 | 0
TOP-10-008 | CMS AN-2011/090, CMS AN-2010/388, CMS AN-2010/393 | 3 | 0 | #not_found# | 1 | 0
TOP-10-009 | CMS AN-2010/435, CMS AN-2011/124, CMS AN-2011/037, CMS AN-2011/171 | 16 | 3 | IOWA, CERN, HAMBURG-UNIV, BRUSSEL-VUB, UCRIVERSIDE, #not_found# | 6 | 2
TOP-10-010 | CMS AN-2010/352 | 6 | 0 | HAMBURG-UNIV, #not_found# | 2 | 0
TOP-11-001 |  | 0 | 0 |  | 0 | 0
TOP-11-002 |  | 0 | 0 |  | 0 | 0
TOP-11-003 | CMS AN-2011/443, CMS AN-2011/260, CMS AN-2011/210, CMS AN-2011/232 | 27 | 11 | MOSCOW-NIKIET, BRUNEL, DESY, KANSAS-UNIV, CERN, ZURICH-ETH, ASRT-ENHEP, KANSAS-STATE, VANDERBILT, UCLA, CORNELL, JOHNS-HOPKINS, SUNY-BUFFALO, #not_found# | 14 | 7
TOP-11-004 | CMS AN-2011/510 | 2 | 0 | #not_found#, STRASBOURG | 2 | 0
TOP-11-005 | CMS AN-2011/334, CMS AN-2011/186, CMS AN-2011/477 | 36 | 0 | OVIEDO, SANTANDER, #not_found#, STRASBOURG, DESY | 5 | 0
TOP-11-006 | CMS AN-2011/245, CMS AN-2011/421 | 12 | 0 | CERN, LONDON-IC, LIP, #not_found#, NISER | 5 | 0
TOP-11-007 | CMS AN-2011/248, CMS AN-2011/190 | 6 | 0 | BOLOGNA, #not_found#, DESY | 3 | 0
TOP-11-008 | CMS AN-2011/359 | 3 | 0 | #not_found#, DESY | 2 | 0
TOP-11-009 | CMS AN-2011/265 | 7 | 0 | LYON, GENOVA, #not_found#, BRISTOL | 4 | 0
TOP-11-010 | CMS AN-2011/178 | 2 | 2 | TIFR-B, SUNY-BUFFALO | 2 | 1
TOP-11-011 |  | 0 | 0 |  | 0 | 0
TOP-11-012 |  | 0 | 0 |  | 0 | 0
TOP-11-013 | CMS AN-2012/075, CMS AN-2011/225, CMS AN-2011/186, CMS AN-2011/254, CMS AN-2012/065 | 34 | 0 | SKK-UNIV, DESY, KOREA-UNIV, KARLSRUHE-IEKP, SEOUL-HANYANG, #not_found#, SEOUL-UNIV | 7 | 0
TOP-11-014 | CMS AN-2011/185 | 7 | 0 | HAMBURG-UNIV, KARLSRUHE-IEKP, #not_found# | 3 | 0
TOP-11-015 | CMS AN-2011/375, CMS AN-2012/010 | 6 | 0 | CERN, HAMBURG-UNIV, #not_found# | 3 | 0
TOP-11-016 | CMS AN-2012/094, CMS AN-2012/134, CMS AN-2012/009 | 13 | 3 | OVIEDO, STRASBOURG, CERN, LIP, BROWN-UNIV, #not_found# | 6 | 1
TOP-11-017 | CMS AN-2012/198 | 4 | 0 | CERN, HAMBURG-UNIV, #not_found# | 3 | 0
TOP-11-018 |  | 0 | 0 |  | 0 | 0
TOP-11-019 | CMS AN-2011/307 | 3 | 0 | CERN, BRUSSEL-VUB, #not_found# | 3 | 0
TOP-11-020 | CMS AN-2012/477, CMS AN-2011/325 | 9 | 0 | BOLOGNA, BRUSSEL-VUB, MADRID-CIEMAT, #not_found# | 4 | 0
TOP-11-021 | CMS AN-2011/301, CMS AN-2011/246, CMS AN-2011/191, CMS AN-2011/229 | 29 | 0 | LYON, DESY, NAPOLI, AACHEN-3B, MOSCOW-MSU, PROTVINO, LOUVAIN, #not_found#, BANGALORE-IISC, KARLSRUHE-IEKP | 10 | 0
TOP-11-022 | CMS AN-2011/465, CMS AN-2011/253, CMS AN-2012/060, CMS AN-2012/058 | 11 | 4 | BROWN-UNIV, BRUNEL, FLORIDA-TECH, KANSAS-UNIV, NEBRASKA, LOUVAIN, BRUSSEL-VUB, #not_found# | 8 | 4
TOP-11-023 |  | 0 | 0 |  | 0 | 0
TOP-11-024 | CMS AN-2011/337 | 6 | 1 | LYON, #not_found#, STRASBOURG, UCLA | 4 | 1
TOP-11-025 |  | 0 | 0 |  | 0 | 0
TOP-11-026 |  | 0 | 0 |  | 0 | 0
TOP-11-027 | CMS AN-2010/316 | 7 | 7 | FLORIDA-UNIV, CORNELL, UCSB | 3 | 3
TOP-11-028 | CMS AN-2011/482, CMS AN-2011/358 | 4 | 3 | NORTHWESTERN, TAIPEI-NTU | 2 | 1
TOP-11-029 | CMS AN-2011/394 | 5 | 0 | OVIEDO, CERN, LIP, #not_found# | 4 | 0
TOP-11-030 | CMS AN-2011/439 | 6 | 0 | HAMBURG-UNIV, KARLSRUHE-IEKP, #not_found# | 3 | 0
TOP-11-031 | CMS AN-2011/113 | 3 | 0 | #not_found# | 1 | 0
TOP-12-001 |  | 0 | 0 |  | 0 | 0
TOP-12-002 |  | 0 | 0 |  | 0 | 0
TOP-12-003 |  | 0 | 0 |  | 0 | 0
TOP-12-004 | CMS AN-2012/190, CMS AN-2012/007, CMS AN-2012/152 | 30 | 23 | STRASBOURG, MIT, UCSB, UCSD, BROWN-UNIV, #not_found#, FERMILAB | 7 | 5
TOP-12-005 | CMS AN-2012/077 | 6 | 4 | FLORIDA-TECH, RUTGERS, #not_found#, FERMILAB | 4 | 3
TOP-12-006 | CMS AN-2012/218, CMS AN-2013/235, CMS AN-2012/220, CMS AN-2012/186 | 25 | 0 | GHENT, BRUSSEL-VUB, BEIJING-IHEP, DESY, #not_found# | 5 | 0
TOP-12-007 | CMS AN-2012/178, CMS AN-2012/375 | 34 | 0 | OVIEDO, DESY, STRASBOURG, CERN, SANTANDER, #not_found# | 6 | 0
TOP-12-008 |  | 0 | 0 |  | 0 | 0
TOP-12-009 |  | 0 | 0 |  | 0 | 0
TOP-12-010 | CMS AN-2012/190, CMS AN-2012/164 | 35 | 23 | KARLSRUHE-IEKP, STRASBOURG, HAMBURG-UNIV, MIT, UCSB, UCSD, BROWN-UNIV, #not_found#, FERMILAB | 9 | 5
TOP-12-011 | CMS AN-2012/273 | 14 | 0 | NAPOLI, FRASCATI, ZURICH-ETH, LOUVAIN, TALLINN, #not_found#, PROTVINO | 7 | 0
TOP-12-012 |  | 0 | 0 |  | 0 | 0
TOP-12-013 |  | 0 | 0 |  | 0 | 0
TOP-12-014 | CMS AN-2012/184 | 4 | 1 | CERN, ZURICH-ETH, NEBRASKA, #not_found# | 4 | 1
TOP-12-015 | CMS AN-2012/157 | 5 | 0 | #not_found#, LOUVAIN, IPM | 3 | 0
TOP-12-016 | CMS AN-2012/190 | 25 | 22 | #not_found#, UCSB, UCSD, FERMILAB, MIT | 5 | 4
TOP-12-017 |  | 0 | 0 |  | 0 | 0
TOP-12-018 | CMS AN-2012/211, CMS AN-2012/271, CMS AN-2012/239 | 13 | 2 | CERN, CORNELL, KARLSRUHE-IEKP, #not_found#, DESY | 5 | 1
TOP-12-019 | CMS AN-2012/241, CMS AN-2012/244 | 11 | 0 | CERN, BRUNEL, #not_found#, BRISTOL | 4 | 0
TOP-12-020 | CMS AN-2012/272, CMS AN-2013/166, CMS AN-2012/469 | 43 | 1 | LYON, KARLSRUHE-IEKP, NAPOLI, AACHEN-3B, DESY, MOSCOW-MSU, NEBRASKA, LOUVAIN, BRUSSEL-VUB, #not_found#, BANGALORE-IISC, PROTVINO | 12 | 1
TOP-12-021 | CMS AN-2012/294 | 7 | 1 | #not_found#, STRASBOURG, KANSAS-STATE | 3 | 1
TOP-12-022 | CMS AN-2012/385, CMS AN-2012/022 | 6 | 0 | #not_found#, DESY | 2 | 0
TOP-12-023 | CMS AN-2012/271 | 3 | 0 | DESY, #not_found# | 2 | 0
TOP-12-024 | CMS AN-2012/251 | 6 | 0 | CHONNAM, SEOUL-HANYANG, KOREA-UNIV, #not_found# | 4 | 0
TOP-12-025 |  | 0 | 0 |  | 0 | 0
TOP-12-026 | CMS AN-2012/250 | 7 | 0 | OVIEDO, CERN, LIP, #not_found# | 4 | 0
TOP-12-027 | CMS AN-2012/462 | 3 | 0 | HAMBURG-UNIV, #not_found# | 2 | 0
TOP-12-028 | CMS AN-2013/267, CMS AN-2013/266, CMS AN-2012/389, CMS AN-2012/388 | 21 | 0 | CERN, TORINO, #not_found#, DESY | 4 | 0
TOP-12-029 | CMS AN-2012/483 | 6 | 0 | CERN, HAMBURG-UNIV, BRUSSEL-VUB, #not_found# | 4 | 0
