 Analysis code | AN Notes | # Authors | # Authors from USA | Institutes | # Institutes | # Insitutes from USA
EXO-12-012 | CMS AN-2011/238 | 3 | 3 | TEXAS-TAMU | 1 | 1
EXO-12-013 | CMS AN-2012/106 | 3 | 0 | #not_found#, IPM | 2 | 0
EXO-12-014 |  | 0 | 0 |  | 0 | 0
EXO-12-015 | CMS AN-2012/185, CMS AN-2012/171, CMS AN-2012/182 | 35 | 12 | FLORIDA-UNIV, DUBNA, ASRT-ENHEP, CERN, BRUXELLES-ULB, RAL, TORINO, UCLA, FLORIDA-TECH, CORNELL, CALTECH, DEMOKRITOS, BROWN-UNIV, #not_found#, NORTHEASTERN | 15 | 7
EXO-12-016 | CMS AN-2013/152, CMS AN-2012/229 | 21 | 8 | KYUNGPOOK, LYON, ROMA-1, TEXAS-TECH, CERN, ATHENS-NTUA, ZURICH-UNIV, SUNY-BUFFALO, RUTGERS, JOHNS-HOPKINS, #not_found#, FERMILAB, PADOVA | 13 | 5
EXO-12-017 | CMS AN-2012/419, CMS AN-2012/183 | 13 | 11 | CERN, BAYLOR-UNIV, MINNESOTA | 3 | 2
EXO-12-018 | CMS AN-2012/179 | 9 | 9 | CORNELL, RUTGERS, JOHNS-HOPKINS, UCDAVIS, SUNY-BUFFALO | 5 | 5
EXO-12-019 | CMS AN-2012/197 | 2 | 2 | UCSB | 1 | 1
EXO-12-020 | CMS AN-2012/216 | 4 | 3 | WAYNE, #not_found#, FERMILAB | 3 | 2
EXO-12-021 | CMS AN-2013/139, CMS AN-2013/045 | 16 | 3 | KARLSRUHE-IEKP, MILANO-BICOCCA, CERN, PEKING-UNIV, ROMA-1, ZURICH-UNIV, UCSD, SAO_PAULO, BEIJING-IHEP, #not_found#, FERMILAB | 11 | 2
EXO-12-022 | CMS AN-2013/040 | 1 | 0 | #not_found# | 1 | 0
EXO-12-023 | CMS AN-2012/442 | 10 | 4 | LYON, IOWA, TEXAS-TECH, ZAGREB-RUDJER, RUTGERS, ADANA-CUKUROVA | 6 | 3
EXO-12-024 | CMS AN-2012/393 | 9 | 4 | CERN, ZURICH-UNIV, SUNY-BUFFALO, RUTGERS, JOHNS-HOPKINS, #not_found# | 6 | 3
EXO-12-025 | CMS AN-2012/492 | 8 | 4 | ZAGREB-RUDJER, BOSTON-UNIV, KANSAS-STATE, FERMILAB, #not_found# | 5 | 3
EXO-12-026 | CMS AN-2012/293 | 15 | 9 | WARSAW-INS, UCLA, FLORIDA-STATE, MINNESOTA, CALTECH, LOUVAIN, #not_found#, PADOVA | 8 | 4
EXO-12-027 | CMS AN-2012/496 | 6 | 0 | AACHEN-3A, DESY, #not_found# | 3 | 0
EXO-12-028 | CMS AN-2012/418 | 1 | 0 | #not_found# | 1 | 0
EXO-12-029 | CMS AN-2012/418 | 1 | 0 | #not_found# | 1 | 0
EXO-12-030 | CMS AN-2012/289 | 2 | 1 | RUTGERS, #not_found# | 2 | 1
EXO-12-031 | CMS AN-2012/287 | 2 | 0 | IPM | 1 | 0
EXO-12-032 | CMS AN-2012/426 | 5 | 2 | PERUGIA, KYUNGPOOK, KANSAS-STATE, FERMILAB, ZURICH-ETH | 5 | 2
EXO-12-033 | CMS AN-2014/177 | 3 | 0 | RAL, BRISTOL | 2 | 0
EXO-12-034 | CMS AN-2012/400 | 3 | 3 | BOSTON-UNIV, OHIO-STATE | 2 | 2
EXO-12-035 | CMS AN-2013/001 | 5 | 4 | CERN, MINNESOTA | 2 | 1
EXO-12-036 | CMS AN-2013/398 | 2 | 2 | OHIO-STATE | 1 | 1
EXO-12-037 | CMS AN-2012/474, CMS AN-2011/488 | 19 | 11 | PURDUE, RAL, PRINCETON, SUNY-BUFFALO, LIP, TEXAS-TAMU, BRISTOL, #not_found#, FERMILAB, PADOVA | 10 | 5
EXO-12-038 | CMS AN-2012/402, CMS AN-2011/488 | 9 | 5 | RAL, PADOVA, TEXAS-TAMU, BRISTOL, PRINCETON | 5 | 2
EXO-12-039 | CMS AN-2012/428, CMS AN-2015/035 | 4 | 4 | OHIO-STATE, BROWN-UNIV | 2 | 2
EXO-12-040 |  | 0 | 0 |  | 0 | 0
EXO-12-041 | CMS AN-2013/109 | 4 | 3 | ROMA-1, BROWN-UNIV, ALABAMA-UNIV | 3 | 2
EXO-12-042 | CMS AN-2012/481 | 3 | 3 | NORTHEASTERN | 1 | 1
EXO-12-043 | CMS AN-2013/033 | 4 | 4 | NORTHEASTERN | 1 | 1
EXO-12-044 |  | 0 | 0 |  | 0 | 0
EXO-12-045 | CMS AN-2012/305 | 8 | 8 | NORTHWESTERN, ALABAMA-UNIV, NORTHEASTERN, MIT, FERMILAB | 5 | 5
EXO-12-046 | CMS AN-2012/309 | 3 | 1 | VANDERBILT, #not_found#, BEIJING-IHEP | 3 | 1
EXO-12-047 | CMS AN-2012/439 | 12 | 6 | WISCONSIN, UCDAVIS, FLORIDA-STATE, MIT, CARNEGIE-MELLON, #not_found#, DELHI-UNIV, TIFR-B, KANSAS-STATE | 9 | 6
EXO-12-048 | CMS AN-2012/421 | 13 | 4 | LONDON-IC, IOWA, TEXAS-TECH, ROCKEFELLER, BANGKOK, BOGAZICI, TEXAS-TAMU, BRISTOL, ADANA-CUKUROVA, #not_found# | 10 | 4
EXO-12-049 | CMS AN-2012/397 | 9 | 3 | RAL, RUTGERS, BOSTON-UNIV, ZURICH-UNIV, #not_found# | 5 | 2
EXO-12-050 | CMS AN-2013/010 | 6 | 4 | ZURICH-UNIV, NEBRASKA, KARLSRUHE-IEKP, CHICAGO | 4 | 2
EXO-12-051 | CMS AN-2012/452 | 5 | 4 | RAL, RUTGERS, TENNESSEE | 3 | 2
EXO-12-052 | CMS AN-2012/449 | 15 | 11 | ZAGREB-RUDJER, RUTGERS, IOWA, #not_found#, FERMILAB | 5 | 3
EXO-12-053 | CMS AN-2013/152, CMS AN-2013/347, CMS AN-2014/124 | 21 | 4 | LYON, CERN, ROMA-1, ZURICH-UNIV, SUNY-BUFFALO, JOHNS-HOPKINS, SAO_PAULO, #not_found#, PADOVA | 9 | 2
EXO-12-054 | CMS AN-2014/020, CMS AN-2014/147 | 9 | 2 | CERN, AACHEN-3A, NORTHEASTERN, DESY, #not_found# | 5 | 1
EXO-12-055 | CMS AN-2014/206 | 18 | 13 | NORTHWESTERN, CERN, MIT, #not_found#, FERMILAB, PADOVA | 6 | 3
EXO-12-056 | CMS AN-2013/005 | 6 | 12 | CALTECH, RAL, RUTGERS, DESY, PRINCETON | 5 | 3
EXO-12-057 | CMS AN-2013/098 | 8 | 3 | CATANIA, UCRIVERSIDE, SEOUL-SNU, IOWA | 4 | 2
EXO-12-058 |  | 0 | 0 |  | 0 | 0
EXO-12-059 | CMS AN-2012/455 | 15 | 3 | KYUNGPOOK, ZAGREB-RUDJER, LYON, ROMA-1, TEXAS-TECH, CERN, ATHENS-NTUA, ZURICH-UNIV, ANKARA-METU, RUTGERS, ADANA-CUKUROVA, #not_found# | 12 | 2
EXO-12-060 | CMS AN-2012/423 | 10 | 0 | KYUNGPOOK, BRUXELLES-ULB, AACHEN-3A, SKK-UNIV, #not_found# | 5 | 0
EXO-12-061 | CMS AN-2012/422, CMS AN-2013/359, CMS AN-2012/496, CMS AN-2012/415, CMS AN-2012/216 | 65 | 20 | CORNELL, NORTHEASTERN, CALTECH, BROWN-UNIV, PURDUE, DEMOKRITOS, AACHEN-3A, FLORIDA-TECH, FERMILAB, FLORIDA-UNIV, RAL, DESY, PRINCETON, BRUXELLES-ULB, WAYNE, ASRT-ENHEP, CERN, SEOUL-SNU, TORINO, UCLA, DUBNA, #not_found# | 22 | 11
EXO-13-001 | CMS AN-2013/110 | 11 | 3 | ATHENS-NTUA, ATHENS, IOANNINA, ANKARA-METU, BROWN-UNIV, #not_found#, VIRGINIA-UNIV | 7 | 2
EXO-13-002 | CMS AN-2013/422 | 7 | 0 | CERN, BRUXELLES-ULB, RAL, DESY, AACHEN-3A | 5 | 0
EXO-13-003 | CMS AN-2013/218 | 5 | 1 | DELHI-UNIV, UCDAVIS, #not_found# | 3 | 1
EXO-13-004 | CMS AN-2012/423 | 10 | 0 | KYUNGPOOK, BRUXELLES-ULB, AACHEN-3A, SKK-UNIV, #not_found# | 5 | 0
EXO-13-005 | CMS AN-2014/205, CMS AN-2015/126, CMS AN-2013/208 | 8 | 2 | NORTHWESTERN, #not_found#, KARLSRUHE-IEKP, AACHEN-3B | 4 | 1
EXO-13-006 | CMS AN-2014/011, CMS AN-2012/293 | 20 | 9 | WARSAW-INS, DESY, UCLA, FLORIDA-STATE, MINNESOTA, CALTECH, LOUVAIN, #not_found#, PADOVA | 9 | 4
EXO-13-007 | CMS AN-2014/063 | 5 | 0 | CERN, TORINO, ZURICH-UNIV, SAO_PAULO, BEIJING-IHEP | 5 | 0
EXO-13-008 | CMS AN-2012/419, CMS AN-2012/183 | 13 | 11 | CERN, BAYLOR-UNIV, MINNESOTA | 3 | 2
EXO-13-009 | CMS AN-2013/393, CMS AN-2013/381 | 18 | 2 | KARLSRUHE-IEKP, MILANO-BICOCCA, CERN, PEKING-UNIV, ROMA-1, ZURICH-UNIV, UCSD, SAO_PAULO, BEIJING-IHEP, #not_found#, FERMILAB | 11 | 2
EXO-13-010 | CMS AN-2013/251 | 5 | 0 | HAMBURG-UNIV, #not_found# | 2 | 0
EXO-14-001 | CMS AN-2013/135 | 7 | 0 | #not_found#, PADOVA | 2 | 0
EXO-14-002 | CMS AN-2013/263 | 7 | 1 | CHUNGLI-NCU, AACHEN-3A, KANSAS-STATE, TIFR-B, #not_found# | 5 | 1
EXO-14-003 | CMS AN-2012/166 | 1 | 1 | VANDERBILT | 1 | 1
EXO-14-004 | CMS AN-2012/259 | 15 | 7 | KYUNGPOOK, PRINCETON, CERN, NORTHEASTERN, CORNELL, CALTECH, BEIJING-IHEP, #not_found#, FERMILAB | 9 | 5
EXO-14-005 | CMS AN-2014/104, CMS AN-2012/012 | 26 | 6 | KYUNGPOOK, ZAGREB-RUDJER, LYON, ROMA-1, TEXAS-TECH, CERN, ATHENS-NTUA, ZURICH-UNIV, ANKARA-METU, RUTGERS, JOHNS-HOPKINS, ADANA-CUKUROVA, #not_found# | 13 | 3
EXO-14-006 | CMS AN-2014/060 | 2 | 1 | SEOUL-SNU, PURDUE | 2 | 1
EXO-14-007 | CMS AN-2013/221, CMS AN-2014/079, CMS AN-2014/046, CMS AN-2015/057 | 19 | 7 | FLORIDA-UNIV, RAL, PURDUE, BRUXELLES-ULB, SEOUL-SNU, MINNESOTA, #not_found#, RUTGERS, BRISTOL, BROWN-UNIV, AACHEN-3A | 11 | 5
EXO-14-008 | CMS AN-2014/100, CMS AN-2012/289 | 7 | 1 | HAMBURG-UNIV, RUTGERS, #not_found# | 3 | 1
EXO-14-009 | CMS AN-2014/027 | 3 | 2 | JOHNS-HOPKINS, ZURICH-UNIV | 2 | 1
EXO-14-010 | CMS AN-2014/121 | 8 | 0 | CERN, PEKING-UNIV, ZURICH-UNIV | 3 | 0
EXO-14-011 | CMS AN-2014/148 | 3 | 2 | KANSAS-STATE, #not_found# | 2 | 1
EXO-14-012 | CMS AN-2014/176 | 9 | 4 | PURDUE, RAL, LIP, TEXAS-TAMU, BRISTOL, #not_found#, FERMILAB, PADOVA | 8 | 3
EXO-14-013 | CMS AN-2014/197 | 4 | 4 | MOSCOW-NIKIET, CARNEGIE-MELLON, ASRT-ENHEP, KANSAS-UNIV, KANSAS-STATE, FERMILAB | 6 | 4
EXO-14-014 | CMS AN-2014/204, CMS AN-2015/050 | 18 | 5 | CATANIA, UCRIVERSIDE, SEOUL-SNU, IOWA, #not_found# | 5 | 2
EXO-14-015 | CMS AN-2012/418, CMS AN-2014/148, CMS AN-2013/263 | 11 | 3 | CHUNGLI-NCU, AACHEN-3A, #not_found#, TIFR-B, KANSAS-STATE | 5 | 1
EXO-14-016 | CMS AN-2014/098 | 5 | 0 | AACHEN-3A, DESY | 2 | 0
EXO-14-017 | CMS AN-2013/421 | 9 | 1 | GHENT, #not_found#, FERMILAB, BEIJING-IHEP | 4 | 1
EXO-15-001 | CMS AN-2015/063, CMS AN-2015/175 | 55 | 15 | KYUNGPOOK, LYON, ZAGREB-RUDJER, TEXAS-TECH, CERN, ROMA-1, ZURICH-UNIV, ANKARA-METU, RUTGERS, HELSINKI-UNIV, ADANA-CUKUROVA, ATHENS, NICOSIA-UNIV, ATHENS-NTUA, FERMILAB | 15 | 3
EXO-15-002 | CMS AN-2015/037, CMS AN-2015/211, CMS AN-2015/197, CMS AN-2015/196 | 39 | 9 | KYUNGPOOK, LYON, TEXAS-TECH, MILANO-BICOCCA, CERN, BRUXELLES-ULB, PEKING-UNIV, TAIPEI-ASGC, ZURICH-UNIV, SUNY-BUFFALO, CHUNGLI-NCU, JOHNS-HOPKINS, HEFEI-USTC, SAO_PAULO, MARYLAND, #not_found#, FERMILAB | 17 | 5
EXO-15-003 | CMS AN-2015/072, CMS AN-2015/232, CMS AN-2015/177 | 102 | 47 | KYUNGPOOK, NORTHWESTERN, PADOVA, TEXAS-TECH, CORNELL, BRUXELLES-ULB, RAL, ROMA-1, MOSCOW-MSU, ZURICH-UNIV, #not_found#, CERN, DELHI-UNIV, CALTECH, ISLAMABAD-NCP, SAO_PAULO, BRUSSEL-VUB, MIT, FERMILAB, UCSD | 20 | 7
EXO-15-004 | CMS AN-2015/241, CMS AN-2015/098, CMS AN-2015/311 | 36 | 13 | NORTHWESTERN, ALABAMA-UNIV, MILANO-BICOCCA, CERN, BRUXELLES-ULB, ROMA-1, MIT, RUTGERS, ZURICH-ETH, #not_found# | 10 | 4
EXO-15-005 | CMS AN-2015/058, CMS AN-2015/222, CMS AN-2015/061, CMS AN-2015/223 | 65 | 11 | FLORIDA-UNIV, TORINO, SEOUL-SNU, BEIJING-BUAA, ASRT-ENHEP, CERN, BRUXELLES-ULB, RAL, PURDUE, PISA, BOLOGNA, UCLA, BANGKOK, CORNELL, WAYNE, FRASCATI, DEMOKRITOS, BARI, #not_found# | 19 | 5
EXO-15-006 | CMS AN-2015/094, CMS AN-2014/263, CMS AN-2014/240, CMS AN-2015/226 | 19 | 0 | KYUNGPOOK, SKK-UNIV, HAMBURG-UNIV, AACHEN-3A, MADRID-CIEMAT, #not_found#, BRUXELLES-ULB, PEKING-UNIV | 8 | 0
EXO-15-007 | CMS AN-2015/130 | 1 | 0 | #not_found# | 1 | 0
EXO-15-008 | CMS AN-2015/091 | 1 | 0 | #not_found# | 1 | 0
EXO-15-009 | CMS AN-2015/245 | 5 | 3 | KARLSRUHE-IEKP, ZURICH-UNIV, CHICAGO | 3 | 1
EXO-15-010 | CMS AN-2015/131 | 8 | 2 | #not_found#, WARSAW-INS, LOUVAIN, FLORIDA-STATE, PADOVA | 5 | 1
EXO-15-011 | CMS AN-2015/004, CMS AN-2015/279 | 36 | 4 | LONDON-IC, BRUSSEL-VUB, ROCHESTER, #not_found#, BRISTOL | 5 | 1
EXO-16-001 | CMS AN-2015/191 | 6 | 0 | AACHEN-3A, DESY | 2 | 0
EXO-16-002 | CMS AN-2015/256 | 20 | 10 | RAL, RUTGERS, DELHI-UNIV, MARYLAND, PUNE-IISER, PADOVA | 6 | 2
EXO-16-003 | CMS AN-2016/026, CMS AN-2015/081 | 6 | 4 | CERN, PRINCETON | 2 | 1
EXO-16-004 | CMS AN-2015/336 | 4 | 3 | OHIO-STATE, #not_found# | 2 | 1
EXO-16-005 | CMS AN-2015/120, CMS AN-2016/105, CMS AN-2015/099 | 70 | 41 | NORTHWESTERN, UCDAVIS, CHICAGO, CERN, SANTANDER, BRUXELLES-ULB, NAPOLI, ZURICH-UNIV, #not_found#, HAMBURG-UNIV, SUNY-BUFFALO, MIT, FERMILAB, PADOVA | 14 | 6
EXO-16-006 | CMS AN-2016/007 | 1 | 0 | #not_found# | 1 | 0
EXO-16-007 | CMS AN-2015/292 | 2 | 2 | NORTHEASTERN | 1 | 1
EXO-16-008 | CMS AN-2015/331 | 1 | 1 | VANDERBILT | 1 | 1
EXO-16-009 | CMS AN-2016/017 | 6 | 0 | CHUNGLI-NCU, AACHEN-3A, TAIPEI-NTU, TIFR-B | 4 | 0
EXO-16-010 | CMS AN-2015/285 | 6 | 2 | AACHEN-3A, NORTHEASTERN, DESY, #not_found# | 4 | 1
EXO-16-011 | CMS AN-2016/324, CMS AN-2015/203 | 10 | 5 | CERN, CORNELL, ROMA-1, CHUNGLI-NCU, POLYTECHNIQUE | 5 | 1
EXO-16-012 | CMS AN-2016/324, CMS AN-2015/209 | 9 | 2 | CERN, CORNELL, CHUNGLI-NCU, #not_found# | 4 | 1
EXO-16-013 | CMS AN-2016/062 | 58 | 27 | KYUNGPOOK, NORTHWESTERN, PADOVA, TEXAS-TECH, CORNELL, BRUXELLES-ULB, RAL, ROMA-1, MOSCOW-MSU, ZURICH-UNIV, #not_found#, CERN, DELHI-UNIV, CALTECH, ISLAMABAD-NCP, SAO_PAULO, BRUSSEL-VUB, MIT, FERMILAB, UCSD | 20 | 7
EXO-16-014 | CMS AN-2016/078, CMS AN-2016/040, CMS AN-2016/050 | 23 | 14 | WISCONSIN, UCDAVIS, KOLKATA-SAHA, SACLAY, FLORIDA-STATE, #not_found#, DELHI-UNIV, TIFR-B, MIT | 9 | 4
EXO-16-015 | CMS AN-2015/262 | 5 | 1 | DELHI-UNIV, UCDAVIS | 2 | 1
EXO-16-016 | CMS AN-2016/043 | 7 | 4 | UNIANDES, BEIJING-IHEP, TEXAS-TAMU, #not_found#, VANDERBILT | 5 | 2
EXO-16-017 | CMS AN-2015/272 | 4 | 20 | NORTHWESTERN, CERN, ZURICH-UNIV, MIT, FERMILAB, PADOVA | 6 | 3
EXO-16-018 | CMS AN-2016/079, CMS AN-2016/094 | 25 | 6 | NORTHWESTERN, LONDON-IC, ALABAMA-UNIV, MILANO-BICOCCA, ZURICH-ETH, ROMA-1, SACLAY, RUTGERS, BRUXELLES-ULB, #not_found# | 10 | 3
EXO-16-019 | CMS AN-2016/057, CMS AN-2016/081 | 7 | 0 | CHUNGLI-NCU, ZURICH-ETH, TIFR-B | 3 | 0
EXO-16-020 | CMS AN-2016/034 | 9 | 6 | ZURICH-ETH, CHUNGLI-NCU, TIFR-B, BROWN-UNIV, KANSAS-STATE, FERMILAB | 6 | 3
EXO-16-021 | CMS AN-2016/140 | 9 | 2 | CHUNGLI-NCU, ZURICH-ETH, #not_found#, NORTHWESTERN | 4 | 1
EXO-16-022 | CMS AN-2015/206 | 6 | 3 | RAL, OHIO-STATE, BOSTON-UNIV, BRUSSEL-VUB | 4 | 2
EXO-16-023 | CMS AN-2016/016 | 2 | 2 | KANSAS-STATE | 1 | 1
EXO-16-024 | CMS AN-2016/145 | 33 | 12 | RUTGERS, KYUNGPOOK, LYON, ZAGREB-RUDJER, TEXAS-TECH, CERN, ROMA-1, ZURICH-UNIV, ANKARA-METU, CALTECH, HELSINKI-UNIV, ADANA-CUKUROVA, ATHENS, #not_found#, NICOSIA-UNIV, ATHENS-NTUA, FERMILAB | 17 | 4
EXO-16-025 | CMS AN-2016/303, CMS AN-2016/131 | 20 | 12 | ZURICH-ETH, ROMA-1, CHUNGLI-NCU, TIFR-B, BROWN-UNIV, KANSAS-STATE, FERMILAB | 7 | 3
EXO-16-026 | CMS AN-2016/096 | 6 | 0 | PERUGIA, #not_found#, BEIJING-IHEP | 3 | 0
EXO-16-027 | CMS AN-2016/167 | 29 | 11 | NORTHWESTERN, LONDON-IC, ALABAMA-UNIV, MILANO-BICOCCA, CORNELL, ZURICH-ETH, PEKING-UNIV, ROMA-1, SACLAY, MINNESOTA, CALTECH, BRUXELLES-ULB, #not_found# | 13 | 5
EXO-16-028 | CMS AN-2016/105 | 24 | 16 | NORTHWESTERN, CERN, ZURICH-UNIV, #not_found#, MIT, FERMILAB, PADOVA | 7 | 3
EXO-16-029 | CMS AN-2015/273 | 4 | 6 | MARYLAND, RUTGERS, RICE | 3 | 3
EXO-16-030 | CMS AN-2016/126 | 7 | 6 | CERN, RUTGERS, FERMILAB | 3 | 2
EXO-16-031 | CMS AN-2016/197, CMS AN-2016/190 | 38 | 8 | FLORIDA-UNIV, RAL, BEIJING-BUAA, PURDUE, CORNELL, BOLOGNA, SEOUL-SNU, ASRT-ENHEP, DEMOKRITOS, UCLA, PISA, FRASCATI, BRUXELLES-ULB, BARI, #not_found# | 15 | 4
EXO-16-032 | CMS AN-2016/202, CMS AN-2016/156 | 56 | 24 | RUTGERS, KYUNGPOOK, LYON, ZAGREB-RUDJER, TEXAS-TECH, CERN, ZURICH-UNIV, ROMA-1, ATHENS, ANKARA-METU, CALTECH, HELSINKI-UNIV, BEIJING-IHEP, ADANA-CUKUROVA, #not_found#, NICOSIA-UNIV, ATHENS-NTUA, FERMILAB | 18 | 4
EXO-16-033 | CMS AN-2015/226, CMS AN-2016/204 | 14 | 0 | KYUNGPOOK, SKK-UNIV, HAMBURG-UNIV, AACHEN-3A, MADRID-CIEMAT, #not_found#, BRUXELLES-ULB, PEKING-UNIV | 8 | 0
EXO-16-034 | CMS AN-2016/193 | 10 | 0 | ZURICH-ETH, SEOUL-SNU, #not_found#, TIFR-B | 4 | 0
EXO-16-035 | CMS AN-2016/216 | 11 | 6 | ZURICH-ETH, ROMA-1, CHUNGLI-NCU, TIFR-B, BROWN-UNIV, KANSAS-STATE, FERMILAB | 7 | 3
EXO-16-036 | CMS AN-2016/201 | 8 | 2 | #not_found#, WARSAW-INS, LOUVAIN, FLORIDA-STATE, PADOVA | 5 | 1
EXO-16-037 | CMS AN-2016/195 | 52 | 25 | KYUNGPOOK, NORTHWESTERN, PADOVA, TEXAS-TECH, NAPOLI, CERN, BRUXELLES-ULB, DELHI-UNIV, ROMA-1, ZURICH-UNIV, #not_found#, CORNELL, ISLAMABAD-NCP, SAO_PAULO, ADANA-CUKUROVA, BRUSSEL-VUB, MIT, FERMILAB, UCSD | 19 | 6
EXO-16-038 | CMS AN-2016/199 | 11 | 6 | WISCONSIN, DESY, AACHEN-3A, NORTHEASTERN, #not_found#, MIT | 6 | 3
EXO-16-039 | CMS AN-2016/224 | 13 | 8 | WISCONSIN, UCDAVIS, KOLKATA-SAHA, SACLAY, FLORIDA-STATE, #not_found#, DELHI-UNIV, TIFR-B, MIT | 9 | 4
EXO-16-040 | CMS AN-2016/237 | 4 | 18 | NORTHWESTERN, CERN, ZURICH-UNIV, MIT, FERMILAB, PADOVA | 6 | 3
EXO-16-041 | CMS AN-2016/039 | 4 | 4 | RUTGERS | 1 | 1
EXO-16-042 | CMS AN-2016/161 | 7 | 2 | LONDON-IC, BRUSSEL-VUB, ROCHESTER, BRISTOL | 4 | 1
EXO-16-043 | CMS AN-2015/294 | 6 | 2 | TIFR-A, ALABAMA-UNIV | 2 | 1
EXO-16-044 | CMS AN-2015/213 | 4 | 4 | BOSTON-UNIV, OHIO-STATE | 2 | 2
EXO-16-045 | CMS AN-2015/284 | 7 | 7 | CORNELL, MINNESOTA | 2 | 2
EXO-16-046 | CMS AN-2016/405 | 5 | 3 | KARLSRUHE-IEKP, ZURICH-UNIV, CHICAGO | 3 | 1
EXO-16-047 | CMS AN-2016/404, CMS AN-2016/391, CMS AN-2016/307 | 39 | 9 | FLORIDA-UNIV, BEIJING-BUAA, ASRT-ENHEP, BRUXELLES-ULB, RAL, PURDUE, UCLA, BOLOGNA, SEOUL-SNU, FRASCATI, DEMOKRITOS, BARI, #not_found# | 13 | 3
EXO-16-048 | CMS AN-2016/473 | 52 | 25 | KYUNGPOOK, NORTHWESTERN, PADOVA, TEXAS-TECH, NAPOLI, CERN, BRUXELLES-ULB, DELHI-UNIV, ROMA-1, ZURICH-UNIV, #not_found#, CORNELL, ISLAMABAD-NCP, SAO_PAULO, ADANA-CUKUROVA, BRUSSEL-VUB, MIT, FERMILAB, UCSD | 19 | 6
EXO-16-049 | CMS AN-2016/417 | 7 | 4 | NORTHWESTERN, ZURICH-UNIV | 2 | 1
EXO-16-050 | CMS AN-2016/414, CMS AN-2016/219 | 10 | 5 | CHUNGLI-NCU, CERN, MIT, FERMILAB | 4 | 2
EXO-16-051 | CMS AN-2016/415, CMS AN-2017/006 | 50 | 34 | NORTHWESTERN, CERN, ZURICH-UNIV, #not_found#, MIT, FERMILAB, PADOVA | 7 | 3
EXO-16-052 | CMS AN-2016/465 | 11 | 6 | WISCONSIN, DESY, AACHEN-3A, NORTHEASTERN, #not_found#, MIT | 6 | 3
EXO-16-053 | CMS AN-2016/475, CMS AN-2016/226 | 24 | 19 | WISCONSIN, UCDAVIS, SACLAY, FLORIDA-STATE, KOLKATA-SAHA, #not_found#, DELHI-UNIV, TIFR-B, MIT | 9 | 4
EXO-16-054 | CMS AN-2016/448 | 4 | 3 | CORNELL, ROMA-1 | 2 | 1
EXO-16-055 | CMS AN-2016/393 | 6 | 6 | CORNELL, WISCONSIN, UCDAVIS | 3 | 3
EXO-16-056 | CMS AN-2017/013 | 22 | 8 | KYUNGPOOK, TEXAS-TECH, CERN, ROMA-1, ATHENS, ANKARA-METU, CALTECH, HELSINKI-UNIV, BEIJING-IHEP, ADANA-CUKUROVA, FERMILAB | 11 | 3
EXO-16-057 | CMS AN-2016/476 | 4 | 3 | BROWN-UNIV, ANKARA-METU | 2 | 1
EXO-16-058 | CMS AN-2016/163 | 9 | 0 | BRUXELLES-ULB, AACHEN-3A, DESY, BEIJING-BUAA | 4 | 0
EXO-17-001 | CMS AN-2016/365 | 1 | 2 | FERMILAB | 1 | 1
EXO-17-002 | CMS AN-2016/462 | 3 | 0 | DELHI-UNIV | 1 | 0
EXO-17-003 | CMS AN-2016/337 | 2 | 2 | NORTHEASTERN | 1 | 1
EXO-17-004 | CMS AN-2016/449 | 3 | 3 | BOSTON-UNIV, OHIO-STATE | 2 | 2
EXO-17-005 | CMS AN-2016/477, CMS AN-2016/487, CMS AN-2017/040 | 34 | 12 | ZURICH-ETH, SEOUL-SNU, ROMA-1, #not_found#, CHUNGLI-NCU, TIFR-B, BROWN-UNIV, KANSAS-STATE, FERMILAB | 9 | 3
EXO-17-006 | CMS AN-2016/192 | 5 | 11 | RAL, RUTGERS, PUNE-IISER | 3 | 1
EXO-17-007 | CMS AN-2016/368 | 9 | 6 | UNIANDES, BROWN-UNIV, VANDERBILT, TEXAS-TAMU, BEIJING-IHEP | 5 | 3
FSQ-12-001 | CMS AN-2014/253 | 3 | 1 | TORINO, #not_found#, ROCKEFELLER | 3 | 1
FSQ-12-002 | CMS AN-2012/340, CMS AN-2013/063, CMS AN-2012/362 | 16 | 0 | ADANA-CUKUROVA, ST-PETERSBURG, MOSCOW-ITEP, WARSAW-IEP, MOSCOW-INR | 5 | 0
FSQ-12-003 |  | 0 | 0 |  | 0 | 0
FSQ-12-004 | CMS AN-2011/306 | 1 | 0 | IPM | 1 | 0
FSQ-12-005 | CMS AN-2013/030, CMS AN-2013/055 | 5 | 2 | RIO-UERJ, BOGAZICI, ROCKEFELLER, ISTANBUL-TECH | 4 | 1
FSQ-12-006 | CMS AN-2013/055 | 3 | 0 | RIO-UERJ, BOGAZICI, ISTANBUL-TECH | 3 | 0
FSQ-12-007 |  | 0 | 0 |  | 0 | 0
FSQ-12-008 | CMS AN-2011/199 | 4 | 0 | DESY, #not_found# | 2 | 0
FSQ-12-009 |  | 0 | 0 |  | 0 | 0
FSQ-12-010 | CMS AN-2012/112 | 4 | 1 | RIO-UERJ, LIP, LOUVAIN, KANSAS-UNIV | 4 | 1
FSQ-12-011 |  | 0 | 0 |  | 0 | 0
FSQ-12-012 | CMS AN-2010/280, CMS AN-2014/066 | 6 | 1 | NORTHWESTERN, BRUXELLES-ULB, KARLSRUHE-IEKP, #not_found# | 4 | 1
FSQ-12-013 | CMS AN-2013/092 | 2 | 0 | DESY | 1 | 0
